valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2020,year,TG,canton,all,agegroup_food,all,172.0,282909.0,60.8,,172.3,,2.9,,,,,True
cases,2020,year,TI,canton,all,agegroup_food,all,253.0,350986.0,72.08,,297.7,,4.2,,,,,True
cases,2020,year,UR,canton,all,agegroup_food,all,26.0,36819.0,70.62,,29.0,,0.4,,,,,True
cases,2020,year,VD,canton,all,agegroup_food,all,653.0,814762.0,80.15,,726.0,,10.9,,,,,True
cases,2020,year,VS,canton,all,agegroup_food,all,348.0,348503.0,99.86,,397.3,,5.8,,,,,True
cases,2020,year,ZG,canton,all,agegroup_food,all,72.0,128794.0,55.9,,93.7,,1.2,,,,,True
cases,2020,year,ZH,canton,all,agegroup_food,all,932.0,1553423.0,60.0,,1080.3,,15.5,,,,,True
cases,2020,year,unknown,canton,all,agegroup_food,all,4.0,,,,5.7,,0.1,,,,,True
cases,2021,year,AG,canton,all,agegroup_food,all,478.0,703086.0,67.99,,464.7,,7.1,,,,,True
cases,2021,year,AI,canton,all,agegroup_food,all,9.0,16360.0,55.01,,10.0,,0.1,,,,,True
cases,2021,year,AR,canton,all,agegroup_food,all,29.0,55585.0,52.17,,24.7,,0.4,,,,,True
cases,2021,year,BE,canton,all,agegroup_food,all,715.0,1047473.0,68.26,,724.3,,10.6,,,,,True
cases,2021,year,BL,canton,all,agegroup_food,all,310.0,292817.0,105.87,,285.7,,4.6,,,,,True
cases,2021,year,BS,canton,all,agegroup_food,all,137.0,196036.0,69.89,,156.7,,2.0,,,,,True
cases,2021,year,CH,country,all,agegroup_food,all,6764.0,8738791.0,77.4,,6662.3,,99.4,,,,,True
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,6802.0,8778099.0,77.49,,6699.0,rising,100.0,760.0,8.12,11.7,7013.4,True
